bsr,db,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap,sn,f10.7obs,f10.7adj,d,epoch,f10.7_81
2607,6,2.333,0.333,1.667,1.0,1.667,1.0,1.667,1.667,9,2,6,4,6,4,6,6,5,182,277.3,277.1,1,2024-10-05,208.46790123456793
2607,7,0.667,0.333,2.333,1.333,2.667,3.333,3.333,4.667,3,2,9,5,12,18,18,39,13,169,264.5,264.2,1,2024-10-06,208.46790123456793
2607,8,5.333,4.667,3.0,5.333,5.667,4.667,6.333,5.667,56,39,15,56,67,39,94,67,54,163,277.0,276.5,1,2024-10-07,208.46790123456793
2607,9,6.667,7.0,5.667,4.0,3.333,3.667,4.0,4.333,111,132,67,27,18,22,27,32,54,142,224.7,224.2,1,2024-10-08,208.46790123456793
2607,10,4.0,4.333,3.667,3.0,3.333,2.667,2.0,2.333,27,32,22,15,18,12,7,9,18,141,220.3,219.7,1,2024-10-09,208.46790123456793
2607,11,2.0,2.667,1.333,2.667,3.667,7.667,8.333,8.667,7,12,5,12,22,179,236,300,97,141,216.3,215.6,1,2024-10-10,208.46790123456793
2607,12,8.333,7.667,7.667,7.667,6.333,4.0,3.0,3.333,236,179,179,179,94,27,15,18,116,136,213.9,213.1,1,2024-10-11,208.46790123456793
2607,13,3.333,1.667,2.333,4.667,4.0,3.0,3.0,2.667,18,6,9,39,27,15,15,12,18,126,213.6,212.6,1,2024-10-12,208.46790123456793
2607,14,0.333,0.0,0.333,1.333,1.667,1.0,1.667,1.0,2,0,2,5,6,4,6,4,4,137,194.9,193.9,1,2024-10-13,208.46790123456793
2607,15,0.667,0.667,1.333,0.667,0.667,0.667,2.333,3.667,3,3,5,3,3,3,9,22,6,136,181.9,180.9,1,2024-10-14,208.46790123456793
2607,16,2.333,2.333,3.333,2.333,2.667,3.333,2.0,2.0,9,9,18,9,12,18,7,7,11,109,172.0,170.9,1,2024-10-15,208.46790123456793
2607,17,1.667,2.667,3.0,3.0,2.667,3.0,3.0,2.667,6,12,15,15,12,15,15,12,13,119,167.7,166.6,1,2024-10-16,208.46790123456793
2607,18,2.667,3.0,1.667,0.667,0.333,1.333,2.333,2.0,12,15,6,3,2,5,9,7,7,141,173.5,172.2,1,2024-10-17,208.46790123456793
2607,19,3.0,2.333,0.333,1.0,2.667,3.333,3.0,3.667,15,9,2,4,12,18,15,22,12,137,165.2,163.9,1,2024-10-18,208.46790123456793
2607,20,5.0,4.667,3.667,3.333,3.0,2.0,4.0,3.667,48,39,22,18,15,7,27,22,25,133,162.3,160.9,1,2024-10-19,208.46790123456793
2607,21,3.0,2.0,1.667,0.333,0.667,0.667,0.667,1.333,15,7,6,2,3,3,3,5,6,132,161.7,160.3,1,2024-10-20,208.46790123456793
2607,22,0.333,0.333,1.333,1.333,1.0,1.667,1.667,2.0,2,2,5,5,4,6,6,7,5,162,163.9,162.4,1,2024-10-21,208.46790123456793
2607,23,1.333,1.667,1.667,2.0,2.333,3.0,2.0,1.667,5,6,6,7,9,15,7,6,8,119,176.1,174.3,1,2024-10-22,208.46790123456793
2607,24,1.667,2.667,1.667,3.0,2.667,0.667,2.0,1.333,6,12,6,15,12,3,7,5,8,122,185.7,183.7,1,2024-10-23,208.46790123456793
2607,25,2.667,4.333,3.333,1.667,1.0,1.333,1.667,2.0,12,32,18,6,4,5,6,7,11,136,196.6,194.4,1,2024-10-24,208.46790123456793
2607,26,1.0,0.333,0.0,0.0,0.333,0.333,0.333,1.0,4,2,0,0,2,2,2,4,2,178,209.3,206.8,1,2024-10-25,208.46790123456793
2607,27,1.0,0.0,0.667,1.0,2.667,3.0,4.0,4.0,4,0,3,4,12,15,27,27,12,220,238.4,235.5,1,2024-10-26,208.46790123456793
2608,1,2.667,1.667,1.0,2.667,2.0,2.667,2.667,2.667,12,6,4,12,7,12,12,12,10,246,246.2,243.0,1,2024-10-27,208.46790123456793
2608,2,2.667,4.667,4.0,2.333,2.667,2.333,2.0,2.333,12,39,27,9,12,9,7,9,16,246,255.5,252.1,1,2024-10-28,208.46790123456793
2608,3,3.0,1.667,2.333,1.667,2.0,2.667,4.0,2.333,15,6,9,6,7,12,27,9,11,224,265.6,261.9,1,2024-10-29,208.46790123456793
2608,4,3.667,3.0,3.333,4.0,3.0,2.333,1.667,1.333,22,15,18,27,15,9,6,5,15,206,269.8,265.9,1,2024-10-30,208.46790123456793
2608,5,0.667,0.667,1.333,1.333,1.667,2.333,3.0,3.667,3,3,5,5,6,9,15,22,8,213,269.9,265.9,1,2024-10-31,208.46790123456793
2608,6,2.333,1.667,1.0,2.333,2.333,0.0,0.667,0.0,9,6,4,9,9,0,3,0,5,214,256.2,252.2,0,2024-11-01,208.46790123456793
2608,7,0.333,0.0,2.0,4.0,3.333,2.333,2.667,3.333,2,0,7,27,18,9,12,18,12,206,250.6,246.6,0,2024-11-02,208.46790123456793
2608,8,2.667,0.333,0.667,0.667,0.333,2.667,3.0,4.0,12,2,3,3,2,12,15,27,10,212,240.6,236.7,0,2024-11-03,208.46790123456793
2608,9,4.0,4.667,2.667,2.0,2.0,1.0,0.333,3.0,27,39,12,7,7,4,2,15,14,192,242.3,238.3,0,2024-11-04,208.46790123456793
2608,10,2.667,1.0,2.667,2.667,2.667,2.0,2.333,2.667,12,4,12,12,12,7,9,12,10,215,245.6,241.4,0,2024-11-05,208.46790123456793
2608,11,3.333,3.0,2.333,2.0,2.333,1.667,1.667,1.667,18,15,9,7,9,6,6,6,10,202,260.5,255.9,0,2024-11-06,208.46790123456793
2608,12,1.0,1.0,2.0,2.333,0.667,3.0,2.667,3.333,4,4,7,9,3,15,12,18,9,217,239.2,234.8,0,2024-11-07,208.46790123456793
2608,13,2.667,1.333,1.333,1.667,1.667,2.0,3.667,3.333,12,5,5,6,6,7,22,18,10,197,231.0,226.7,0,2024-11-08,208.46790123456793
2608,14,4.0,4.0,4.0,4.333,5.0,4.667,4.333,3.667,27,27,27,32,48,39,32,22,32,163,220.9,216.7,0,2024-11-09,208.46790123456793
2608,15,3.667,4.333,2.0,2.0,3.667,4.0,5.667,3.0,22,32,7,7,22,27,67,15,25,164,230.6,226.0,0,2024-11-10,208.46790123456793
2608,16,2.333,2.0,3.0,2.333,1.667,3.0,1.333,1.0,9,7,15,9,6,15,5,4,9,149,182.2,178.6,0,2024-11-11,208.46790123456793
2608,17,1.667,1.333,1.667,0.667,0.667,1.667,1.0,0.667,6,5,6,3,3,6,4,3,4,117,171.7,168.1,0,2024-11-12,208.46790123456793
2608,18,2.0,2.0,0.333,2.0,2.667,1.333,1.667,0.667,7,7,2,7,12,5,6,3,6,112,150.3,147.1,0,2024-11-13,208.46790123456793
2608,19,1.0,3.333,1.333,1.333,2.0,3.0,3.0,3.333,4,18,5,5,7,15,15,18,11,92,146.8,143.7,0,2024-11-14,208.46790123456793
2608,20,3.0,3.667,2.667,2.0,2.667,2.333,2.333,2.0,15,22,12,7,12,9,9,7,12,74,148.9,145.6,0,2024-11-15,208.46790123456793
2608,21,3.333,2.333,2.333,2.0,1.333,0.0,0.0,0.333,18,9,9,7,5,0,0,2,6,72,139.9,136.8,0,2024-11-16,208.46790123456793
2608,22,0.667,2.667,2.0,2.0,3.0,1.0,1.333,1.0,3,12,7,7,15,4,5,4,7,84,146.3,142.9,0,2024-11-17,208.46790123456793
2608,23,1.0,2.0,0.0,0.333,0.667,1.333,0.667,1.333,4,7,0,2,3,5,3,5,4,115,165.0,161.2,0,2024-11-18,208.46790123456793
2608,24,1.667,1.0,1.667,2.0,2.667,2.667,2.333,1.0,6,4,6,7,12,12,9,4,8,115,157.2,153.5,0,2024-11-19,
2608,25,0.333,2.667,2.667,2.333,2.0,1.333,1.0,1.333,2,12,12,9,7,5,4,5,7,119,162.6,158.7,0,2024-11-20,
